condition,success_rate,reward_mean,reward_std,intervention_norm,kl_divergence,action_magnitude,fisher_p,mannwhitney_p,ci_low,ci_high
baseline,0.8666666666666667,1249.1068130897038,703.5227937123365,,,0.9766215682029724,,,,
strategy3_a0.1_b0.1,0.9333333333333333,1491.0057893230594,610.2041163993517,590.6266666666667,0.12476457303932159,1.0596745014190674,1.0,0.3195059648919748,-0.1333333333333333,0.2666666666666667
strategy5_a0.1_b0.1,1.0,206.58606389235845,39.381884898910165,611.2,0.7244487091863835,1.1321792602539062,0.4827586206896552,0.0006709034051003711,0.0,0.33333333333333337
posonly_global_a0.1_b0.1,0.7333333333333333,907.9011342356808,697.507606831916,66.5,0.15896232869282756,0.9686291217803955,0.6513409961685823,0.26275304114766074,-0.4,0.13333333333333341
posonly_perstep_a0.1_b0.1,0.6666666666666666,749.3073847558138,725.0789366596275,63.339166666666664,0.35776433144276626,0.9825067520141602,0.3898467432950191,0.06196961991403871,-0.4666666666666667,0.06666666666666676
strategy3_a0.1_b0.3,0.7333333333333333,1131.1536699995704,784.1006462518678,1782.6666666666667,2.505768464144421,1.1914845705032349,0.6513409961685823,0.7715511878155722,-0.4,0.13499999999999857
strategy5_a0.1_b0.3,0.8,895.9132398381528,739.3405086822686,1780.24,2.347135433304019,1.1420639753341675,1.0,0.22902896662469463,-0.33333333333333337,0.20000000000000007
posonly_global_a0.1_b0.3,0.8,849.7802440516529,709.0887790850574,201.05333333333334,0.7178550018944801,0.9932084679603577,1.0,0.12486035998214667,-0.33333333333333337,0.20000000000000007
posonly_perstep_a0.1_b0.3,0.5333333333333333,511.15427065842067,617.8929631885238,199.20666666666668,1.2282050040720043,0.9548925757408142,0.10864567716141928,0.012821684691391543,-0.6000000000000001,0.0
strategy3_a0.1_b0.5,0.2,217.79129196810064,438.3929337121727,3003.04,7.452891668089434,1.3549575805664062,0.0006789175071906773,0.0009058485425290966,-0.9333333333333333,-0.39999999999999997
strategy5_a0.1_b0.5,0.2,280.0090149723331,595.1250632620971,2987.36,6.843706616834349,1.2646996974945068,0.0006789175071906773,0.004794758682161994,-0.9333333333333333,-0.39999999999999997
posonly_global_a0.1_b0.5,0.5333333333333333,792.7330056286967,870.7898931054958,343.56,1.1595914625774677,1.0133683681488037,0.10864567716141928,0.22902896662469463,-0.6000000000000001,0.0
posonly_perstep_a0.1_b0.5,0.3333333333333333,314.6892986776684,627.0962175262127,348.36,2.33684690992963,0.9759499430656433,0.007775059838501801,0.0024626042007544527,-0.8,-0.20000000000000007
strategy3_a0.5_b0.1,1.0,191.12389518280253,29.82788388754169,639.4,0.714889166943057,1.125160574913025,0.4827586206896552,0.0006709034051003711,0.0,0.33333333333333337
strategy5_a0.5_b0.1,0.8666666666666667,1460.3087907578129,580.1047134327346,614.8266666666667,0.20643999149829156,1.050737738609314,1.0,0.43064798984807773,-0.2666666666666667,0.2666666666666667
posonly_global_a0.5_b0.1,0.5333333333333333,714.0693753877282,801.7491806191239,31.74375,0.298185923974146,0.9175883531570435,0.10864567716141928,0.09709106759647709,-0.6666666666666667,0.0
posonly_perstep_a0.5_b0.1,0.6666666666666666,877.975881414075,776.6689443466189,27.45125,0.19989988102014492,0.9600774049758911,0.3898467432950191,0.24548500120312422,-0.4666666666666667,0.1333333333333333
strategy3_a0.5_b0.3,0.4666666666666667,799.7431295905876,829.6536318343473,1866.64,3.8874419219350083,1.182193636894226,0.05017491254372814,0.1985058531538877,-0.6666666666666667,-0.06666666666666665
strategy5_a0.5_b0.3,0.6666666666666666,737.845966704776,735.0994844056825,1868.8533333333332,3.886904004461094,1.1987111568450928,0.3898467432950191,0.10573920209087935,-0.4666666666666667,0.06666666666666676
posonly_global_a0.5_b0.3,0.8,1011.9123335523999,749.8076098569112,86.68,0.14327330289028312,0.9971355199813843,1.0,0.4067868333984651,-0.33333333333333337,0.20000000000000007
posonly_perstep_a0.5_b0.3,0.6666666666666666,730.5051847348477,685.7739981971014,81.26916666666666,0.2795751463858843,0.9397951364517212,0.3898467432950191,0.05639236422683157,-0.4666666666666667,0.06833333333333191
strategy3_a0.5_b0.5,0.13333333333333333,116.7824859785702,207.7845181187821,3181.6,7.720061481507012,1.4572871923446655,0.0001450642068026874,0.0003078634611799441,-0.9333333333333333,-0.4666666666666666
strategy5_a0.5_b0.5,0.06666666666666667,81.10263006426817,207.28261397684017,3181.76,8.222195625676019,1.4288123846054077,2.1867291328535937e-05,0.00026216888813650863,-1.0,-0.5333333333333333
posonly_global_a0.5_b0.5,0.6666666666666666,556.624642611114,559.4034524258707,153.08833333333334,0.2553805359519282,0.8972728252410889,0.3898467432950191,0.01140098291155517,-0.4666666666666667,0.1333333333333333
posonly_perstep_a0.5_b0.5,0.6666666666666666,797.605532531407,689.9760226372757,133.44666666666666,0.34716005590208454,0.9996060132980347,0.3898467432950191,0.09709106759647709,-0.4666666666666667,0.1333333333333333
strategy3_a1.0_b0.1,0.8666666666666667,1351.5611351720863,630.6665750323789,614.3733333333333,0.1815476587638924,1.090074062347412,1.0,0.7089232340537643,-0.2666666666666667,0.2666666666666667
