condition,success_rate,reward_mean,reward_std,intervention_norm,kl_divergence,action_magnitude,fisher_p,mannwhitney_p,ci_low,ci_high
baseline,0.4,739.0350856404093,984.6881223737947,,,1.123745322227478,,,,
strategy3_a0.1_b0.1,0.4666666666666667,974.699175440192,956.0339889637961,587.5333333333333,0.10089100945251636,1.134947657585144,1.0,0.3614963660708982,-0.26666666666666666,0.39999999999999997
strategy5_a0.1_b0.1,0.6,1207.5503707610872,977.5513262989152,582.3333333333334,0.06563845043144786,1.079229474067688,0.4660922247854402,0.1985058531538877,-0.13333333333333336,0.5333333333333334
posonly_global_a0.1_b0.1,0.5333333333333333,1106.332899604891,945.6054166277215,83.77166666666666,0.06396337382663517,1.0929818153381348,0.7152491865522348,0.6186695570822622,-0.2666666666666666,0.4666666666666667
posonly_perstep_a0.1_b0.1,0.2,314.16857289257297,724.5384894596008,81.065,0.08494235205011487,1.1436736583709717,0.42698650674662664,0.8034625743147712,-0.5333333333333333,0.1333333333333333
strategy3_a0.1_b0.3,0.4,596.1873862979343,740.1436668552557,1784.3466666666666,0.6240395210053821,1.2249314785003662,1.0,0.9009714934164412,-0.3333333333333333,0.33333333333333337
strategy5_a0.1_b0.3,0.26666666666666666,533.6546176058545,862.5819742629609,1785.5466666666666,0.3990184783254706,1.2020012140274048,0.6998500749625187,0.9338864180775845,-0.4666666666666667,0.2
posonly_global_a0.1_b0.3,0.4,847.8452877313497,1026.7627646625444,269.7633333333333,0.1465942944085151,1.2103227376937866,1.0,0.8682259903524354,-0.3333333333333333,0.33333333333333337
posonly_perstep_a0.1_b0.3,0.4,707.4207717507693,955.9148289839583,241.44333333333333,0.16527972190953766,1.118576169013977,1.0,0.5614474146848649,-0.3333333333333333,0.3333333333333333
strategy3_a0.1_b0.5,0.13333333333333333,247.94557938516587,528.047420225271,3028.48,2.578794045250996,1.4654780626296997,0.21475928702315508,0.6482039260122094,-0.6,0.06666666666666665
strategy5_a0.1_b0.5,0.26666666666666666,443.2440104723854,740.8703539631251,3000.1066666666666,2.508404330236593,1.4189895391464233,0.6998500749625187,0.4067868333984651,-0.4666666666666667,0.2
posonly_global_a0.1_b0.5,0.4,854.4004689958363,1028.657789916513,438.02,0.17779357247701322,1.1179406642913818,1.0,0.5614474146848649,-0.3333333333333333,0.3333333333333333
posonly_perstep_a0.1_b0.5,0.2,464.60652889517246,863.3419557222434,406.2733333333333,0.3695392210443978,1.108973741531372,0.42698650674662664,0.43064798984807773,-0.5333333333333333,0.13333333333333333
strategy3_a0.5_b0.1,0.4,782.5404602355508,875.9238354073715,613.6,0.14436254527649584,1.1241503953933716,1.0,0.8034625743147712,-0.39999999999999997,0.3333333333333333
strategy5_a0.5_b0.1,0.4,721.8362404654812,893.0652755276108,614.6666666666666,0.1526805188092847,1.125723123550415,1.0,0.5614474146848649,-0.33499999999999996,0.33333333333333337
posonly_global_a0.5_b0.1,0.26666666666666666,503.5636918980987,834.1040231584734,40.90833333333333,0.06939885455756184,1.1690524816513062,0.6998500749625187,0.7400217511938185,-0.4666666666666667,0.2
posonly_perstep_a0.5_b0.1,0.6,1163.7025572523523,979.288137497178,34.38,0.055098782336283125,1.0670446157455444,0.4660922247854402,0.4067868333984651,-0.19999999999999996,0.5333333333333334
strategy3_a0.5_b0.3,0.4,740.2086338859676,861.1748374340242,1881.84,0.930212806906159,1.2785954475402832,1.0,0.9009714934164412,-0.3333333333333333,0.3333333333333333
strategy5_a0.5_b0.3,0.4,685.3988808473462,858.4874812229751,1874.9333333333334,1.100051634889958,1.2466446161270142,1.0,0.38373262766250305,-0.3333333333333333,0.33333333333333337
posonly_global_a0.5_b0.3,0.4666666666666667,812.2677290243788,946.8931262324721,111.30666666666667,0.07100592968981688,1.0621803998947144,1.0,0.8357050269952793,-0.2666666666666667,0.39999999999999997
posonly_perstep_a0.5_b0.3,0.3333333333333333,689.1294570774073,880.2448159214356,110.71833333333333,0.061339280381870066,1.1249555349349976,1.0,0.9338864180775845,-0.4,0.26666666666666666
strategy3_a0.5_b0.5,0.0,20.536372089902002,29.12149294028762,3188.64,3.3593554642950902,1.5619207620620728,0.01685823754789272,0.28084201086629845,-0.6666666666666666,-0.13333333333333333
strategy5_a0.5_b0.5,0.2,335.47787746648254,656.2959844611518,3178.4533333333334,3.1156209196489146,1.5523433685302734,0.42698650674662664,0.15846460599820356,-0.5333333333333333,0.1333333333333333
